"TIME","LATITUDE","LONGITUDE","SPEED(M/s)","ALT(M)","ACCURACY(M)","IS_OUTDOOR","X_POS","Y_POS","EVENT","EVENT_ID","TASK_TYPE","APP_DOWN(Mbps)","APP_UP(Mbps)","PING_DELAY(ms)","ISDATASLOT","NETWORK_TYPE","MCC","MNC","OPERATOR","NR5G TAC","NR5G NCI","NR5G gNodeB ID","NR5G Cell ID","NR5G CP Type","NR5G Duplex Mode","NR5G Numerology","NR5G Band","NR5G BandWidth DL","NR5G Bandwidth UL","NR5G SSB ARFCN DL","NR5G SSB ARFCN UL","NR5G PCI","NR5G Center ARFCN DL","NR5G Center ARFCN UL","NR5G SubCarrierSpacing","NR5G Absolute Frequency PointA","NR5G Init BWP Downlink Location Width","NR5G Init BWP Uplink Location Width","NR5G SSB Periodicity","NR5G RRC State","NR5G Connectivity Mode","NR5G Frequency Offset","NR5G Timing Offset","NR5G ServingCellIndex","NR5G Q_LEX_MIN","NR5G Pathloss DL","NR5G SS RSRP","NR5G SS RSRQ","NR5G SS SINR","NR5G SSB Beam Index","NR5G CellBarred","NR5G SubCarrierOffset","NR5G Serving GSCN","NR5G Carrier RSSI","NR5G Handover Target Arfcn","NR5G Handover Target PCI","NR5G SS RSRP Ant List","NR5G SS RSRQ Ant List","NR5G SS SINR Ant List","NR5G TRS SINR Ant List","NR5G SS RSSI Ant List","NR5G SSB Beam Index List","NR5G SSB Beam PCI List","NR5G SSB Beam RSRP List","NR5G SSB Beam RSRQ List","NR5G SSB Beam SINR List","NR5G ServingType List","NR5G Cells ARFCN List","NR5G Cells PCI List","NR5G Cells SSB Index List","NR5G Cells Band List","NR5G Cells BeamNum List","NR5G Cells RSRP List","NR5G Cells RSRQ List","NR5G Cells SINR List","NR5G MCS Avg DL","NR5G MCS Max DL","NR5G MCS Most DL","NR5G Modulation DL","NR5G Trans.Mode","NR5G DL QPSK Ratio(%)/s","NR5G DL 16QAM Ratio(%)/s","NR5G DL 64QAM Ratio(%)/s","NR5G DL 256QAM Ratio(%)/s","NR5G PDCP Tput DL(Mbps)","NR5G RLC Tput DL(Mbps)","NR5G MAC Tput Dl(Mbps)","NR5G PHY Tput DL(Mbps)","NR5G BLER DL","NR5G Layers Num DL","NR5G Rank DL","NR5G RB Num DL/slot","NR5G Pdsch Num RB/s","NR5G Grant Num DL/s","NR5G Pdsch TB Size/slot","NR5G TB0 Avg Size DL/s","NR5G TB1 Avg Size DL/s","NR5G CQI","NR5G MCS Avg UL","NR5G MCS Max UL","NR5G MCS Most UL","NR5G Modulation UL","NR5G Bler UL","NR5G Tx Mode UL","NR5G UL QPSK Ratio(%)/s","NR5G UL 16QAM Ratio(%)/s","NR5G UL 64QAM Ratio(%)/s","NR5G PDCP Tput UL(Mbps)","NR5G RLC Tput UL(Mbps)","NR5G MAC Tput UL(Mbps)","NR5G PHY Tput UL(Mbps)","NR5G Rank UL","NR5G RB Num UL/slot","NR5G Pusch Num RB/s","NR5G Grant Num UL/s","NR5G Pusch TB Size/s","NR5G MIMO","NR5G Rach Reason","NR5G C-RNTI","NR5G RACH Contention","NR5G PRACH Config","NR5G RACH Preamble Format","NR5G RACH LogicalRoot Index","NR5G RACH RA-RNTI","NR5G RACH Access Result","NR5G RACH T-RNTI","NR5G TA","NR5G Access Delay","NR5G PUSCH TxPower(dBm)","NR5G PUCCH TxPower(dBm)","NR5G PRACH TxPower(dBm)","NR5G DCI Format 0_0 Num/s","NR5G DCI Format 0_1 Num/s","NR5G DCI Format 0_2 Num/s","NR5G DCI Format 1_0 Num/s","NR5G DCI Format 1_1 Num/s","NR5G DCI Format 1_2 Num/s","NR5G DCI Format 2_0 Num/s","NR5G DCI Format 2_1 Num/s","NR5G DCI Format 2_2 Num/s","NR5G DCI Format 2_3 Num/s","NR5G DCI Format 0_0 AggLevel","NR5G DCI Format 0_1 AggLevel","NR5G DCI Format 1_0 AggLevel","NR5G DCI Format 1_1 AggLevel","NR5G DCI Format 2_0 AggLevel","NR5G DCI Format 2_1 AggLevel","NR5G DCI Format 2_2 AggLevel","NR5G DCI Format 2_3 AggLevel","NR5G MM State","NR5G MM Sub State","NR5G AMF Region ID","NR5G AMF SET ID","NR5G AMF Pointer","NR5G TMSI","NR5G Pusch Frame","NR5G Pusch Slot","NR5G Pusch SCS","NR5G Pusch TB Size/slot","NR5G Pusch TBIndex","NR5G Pusch Num RB/slot","NR5G Pusch BWP Id","NR5G Pusch TxPower","NR5G Pusch Actual TxPower","NR5G Pusch TxType","NR5G Pusch Carrier ID","NR5G Pusch HARQ ID","NR5G Pusch Modulation","NR5G Pusch Start RB","NR5G Pusch TPC","NR5G Pusch RNTI","NR5G Pdsch Frame","NR5G Pdsch Slot","NR5G Pdsch TB Index","NR5G Pdsch RNTI Type","NR5G Pdsch CRC Status","NR5G Pdsch NDI","NR5G Pdsch Modulation","NR5G Pdsch MCS","NR5G Pdsch Num RB/slot","NR5G Pdsch Num Layers","NR5G Pdsch Carrier ID","NR5G Pdsch HARQ ID","NR5G Pdsch SCS","NR5G Pdsch TxType","NR5G Pdsch BWP ID","NR5G Pdsch TB Size/s"
20260725 15:30:06.576,24.831016,102.841059,22.64,1935,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-2,0,-60,95,-68.6,-10.8,22.2,6,Not Barred,6,6312,-32.8,504990,489,-76.5;-63.4;-101.9;-71.9,-,10.7;18.8;255;255,25;17.6;255;255,-35;-32.8,6;7;5;1;7;0;3;2;5;4,489;489;489;489;490;829;945;943;743;863,-69.1;-68.8;-76.4;-80.7;-91.4;-78.3;-94.7;-123.8;-95.1;-104.3,-10.6;-10.9;-11.1;-13;-20.8;-11.8;-21.3;-30.8;-21.4;-22.4,255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990,489;829;490;743;945;863;943,6;0;7;5;3;4;2,-,4;1;1;1;1;1;1,-68.6;-79.7;-81.1;-84.4;-94.7;-104.3;-116,-10.8;-12.8;-15.7;-17.7;-21.3;-22.4;-28.2,22.2;255;255;255;255;255;255,0,0,0,QPSK,-,100,0,0,0,0.00,0.00,0.00,0.00,8.3,1,Rank 1,16,84,13,69,-,69,8,23.7,27,23,256QAM,0,SMDL,0,0,0,0.00,0.00,0.00,0.17,Rank 2,4,380,92,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,8,2,-13,-,92,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,54,8,30kHz,896,-,4,1,-,-,New trans.,0,0,256QAM,40,1,21160,49,3,0,0,Pass,1,QPSK,0,16,1,0,15,30kHz,Re trans.,-,263,
20260725 15:30:07.589,24.831014,102.841121,23.11,1935,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-2,0,-60,94,-68.6,-11.3,24.4,6,Not Barred,6,6312,-29.3,504990,489,-68.8;-63.6;-109.6;-68.4,-,13.6;20.4;255;255,22.9;18.7;255;255,-37.6;-29.3,6;7;5;1;7;0;3;4;5,489;489;489;489;490;829;945;863;743,-67.8;-68.6;-75.1;-78.9;-71.4;-75.8;-95;-90.3;-84.6,-10.5;-12.1;-11.6;-15.1;-14.7;-11.7;-22.3;-16;-18.5,255;255;255;255;255;255;255;255;255,1;0;0;0;0;0,504990;504990;504990;504990;504990;504990,489;490;829;743;863;945,6;7;0;5;4;3,-,4;1;1;1;1;1,-68.6;-71.3;-75.4;-84.3;-91;-95,-11.3;-14.7;-11.6;-18.4;-16.3;-22.3,24.4;255;255;255;255;255,3.6,28,0,QPSK,-,83.3,16.7,0,0,0.00,0.00,0.01,0.01,0,1,Rank 1,17,208,3,69,-,69,8,24.4,25,25,256QAM,0,SMDL,0,0,0,0.03,0.03,0.03,0.67,Rank 2,4,104,38,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,7,2,-13,-,38,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,148,19,30kHz,992,-,4,1,-,-,New trans.,0,0,256QAM,52,1,21160,141,3,0,0,Pass,1,QPSK,0,16,1,0,15,30kHz,Re trans.,-,1277,
20260725 15:30:08.601,24.831014,102.841186,23.54,1936,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-2,0,-60,97,-73.2,-11.4,19.8,6,Not Barred,6,6312,-41.1,504990,489,-75.3;-67.8;-112.5;-66.6,-,7.9;19.8;255;255,23.5;20.8;255;255,-49;-41.1,6;7;5;2;7;0;5;3,489;489;489;489;490;829;743;863,-73;-72.4;-80.1;-83.2;-71.7;-73.4;-89.5;-122.4,-10.6;-11.3;-13;-11.6;-13.3;-11.5;-18.1;-28.2,255;255;255;255;255;255;255;255,1;0;0;0;0,504990;504990;504990;504990;504990,489;490;829;743;863,6;7;0;5;3,-,4;1;1;1;1,-73.2;-72.5;-74.3;-83.6;-122.2,-11.4;-13.7;-11.4;-15.9;-28.9,19.8;255;255;255;255,0.8,4,0,QPSK,-,100,0,0,0,0.00,0.00,0.00,0.00,0,1,Rank 1,16,152,9,69,-,69,8,24,25,24,256QAM,0,SMDL,0,0,0,0.00,0.00,0.00,0.19,Rank 2,4,176,53,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,10,8,-13,-,53,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,268,8,30kHz,992,-,4,1,-,-,New trans.,0,0,256QAM,40,1,21160,263,3,0,0,Pass,0,QPSK,0,16,1,0,15,30kHz,Re trans.,-,757,
20260725 15:30:09.606,24.831017,102.841252,24.26,1936,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-2,0,-60,92,-67,-10.9,25.7,6,Not Barred,6,6312,-30.5,504990,489,-70.5;-70.4;-73.3;-79.5,-,26.2;24.8;19.6;22.6,16.5;18.3;255;255,-30.5;-35.5,6;7;4;2;7;0;4;4;4,489;489;489;489;490;829;743;863;664,-67.3;-67.5;-79.5;-79.4;-73.7;-77.8;-119;-146.1;-87.5,-10.4;-11.5;-11.3;-11.7;-16.6;-12.8;-30.5;-39.5;-20,255;255;255;255;255;255;255;255;255,1;0;0;0;0;0,504990;504990;504990;504990;504990;504990,489;490;829;664;743;863,6;7;0;4;4;4,-,4;1;1;1;1;1,-67;-74.9;-78.1;-87.5;-118.7;-143.4,-10.9;-15.9;-12.9;-20;-30.3;-38.1,25.7;255;255;255;255;255,0.8,4,0,QPSK,-,100,0,0,0,0.00,0.05,0.01,0.01,0,1,Rank 1,16,152,18,69,-,69,8,22.7,31,25,256QAM,0,SMDL,0,0,17.2,0.00,0.00,0.00,0.32,Rank 2,4,408,105,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,3,-1,-13,-,105,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,366,9,30kHz,768,-,4,1,-,-,New trans.,0,0,256QAM,212,1,21160,361,3,0,0,Pass,1,QPSK,0,16,1,0,15,30kHz,Re trans.,-,757,
20260725 15:30:10.615,24.831024,102.841318,24.52,1936,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-2,0,-60,92,-69.9,-10.9,17.4,6,Not Barred,6,6312,-36.3,504990,489,-72.1;-77;-83;-92.9,-,24.2;22.1;255;255,21.2;21.7;255;255,-36.3;-40.1,6;7;2;3;7;1;3,489;489;489;489;490;829;664,-71.3;-69.7;-80.3;-82;-76;-82.1;-90,-10.5;-11.3;-11.2;-10.9;-16.2;-12.6;-17.9,255;255;255;255;255;255;255,1;0;0;0,504990;504990;504990;504990,489;490;829;664,6;7;1;3,-,4;1;1;1,-69.9;-76.1;-81.3;-90.1,-10.9;-15.9;-12.6;-18.7,17.4;255;255;255,2.7,12,0,QPSK,-,73.7,21.1,5.3,0,0.06,0.01,0.08,0.09,0,1,Rank 1,24,465,18,42,-,42,8,19,24,19,64QAM,0,SMDL,0,0,68.2,0.03,0.03,0.00,0.68,Rank 2,4,176,105,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,6,4,-13,-,105,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,451,19,30kHz,848,-,4,1,-,-,New trans.,0,0,256QAM,32,1,21160,445,3,0,0,Pass,0,QPSK,0,16,2,0,15,30kHz,Re trans.,-,11012,
20260725 15:30:11.627,24.831034,102.841385,25.20,1936,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-2,0,-60,99,-76.1,-11.1,12,6,Not Barred,6,6312,-38.1,504990,489,-73.6;-81.5;-79.4;-100,-,4.9;5.4;255;255,14.8;16.8;255;255,-38.1;-44.9,6;7;1;4;7;1;4;0;5,489;489;489;489;490;829;664;4;743,-75.8;-76.8;-84.8;-88.5;-81.3;-83.9;-91.1;-97.4;-129.2,-10.6;-11.8;-13.6;-13.1;-14.9;-13.1;-14.9;-22.2;-32.5,255;255;255;255;255;255;255;255;255,1;0;0;0;0;0,504990;504990;504990;504990;504990;504990,489;490;829;664;4;743,6;7;1;4;0;5,-,4;1;1;1;1;1,-76.1;-81.5;-84.5;-92;-97.5;-129.2,-11.1;-14.8;-13.4;-15.8;-21;-32.5,12;255;255;255;255;255,2.7,12,0,QPSK,-,73.7,21.1,5.3,0,0.00,0.00,0.00,0.00,0,1,Rank 1,24,465,4,14,-,14,8,22.5,23,23,256QAM,0,SMDL,0,0,0,0.00,0.00,0.04,0.24,Rank 2,4,8,38,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,11,8,-13,-,38,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,548,18,30kHz,896,-,4,1,-,-,New trans.,0,0,256QAM,63,0,21160,513,16,0,4,Pass,0,QPSK,0,20,1,0,0,30kHz,Re trans.,-,11012,
20260725 15:30:12.640,24.831046,102.841454,25.60,1936,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-3,0,-60,99,-76.9,-10.8,9.7,6,Not Barred,6,6312,-44.8,504990,489,-78.9;-78.4;-78.8;-83.7,-,17.1;10.8;255;255,14.5;16.3;255;255,-44.8;-46.4,6;7;2;4;7;1;2;3;4;7;5,489;489;489;489;490;829;664;4;743;663;742,-78;-75.7;-84.3;-87;-98.7;-86;-90.9;-124.7;-92.5;-99.1;-105,-10.6;-10.9;-11.4;-12.2;-23.9;-13.4;-17.9;-31.2;-16.2;-24.3;-23,255;255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990,489;829;490;664;743;663;742;4,6;1;7;2;4;7;5;3,-,4;1;1;1;1;1;1;1,-76.9;-85;-91;-91.9;-92.5;-95.8;-105;-123.6,-10.8;-12.8;-19.6;-17.2;-16.2;-22.5;-23;-30.8,9.7;255;255;255;255;255;255;255,0,0,0,QPSK,-,100,0,0,0,0.00,0.00,0.00,0.00,0,1,Rank 1,17,68,2,69,-,69,8,21.5,24,21,256QAM,0,SMDL,0,0,10,0.00,0.00,0.04,0.01,Rank 2,4,80,12,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,7,11,-13,-,12,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,638,8,30kHz,800,-,4,1,-,-,New trans.,0,0,256QAM,40,1,21160,633,3,0,0,Pass,0,QPSK,0,16,1,0,15,30kHz,Re trans.,-,167,
20260725 15:30:13.647,24.831057,102.841524,26.28,1937,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-3,0,-60,101,-80.7,-11.5,9.7,6,Not Barred,6,6312,-44.1,504990,489,-80.9;-82.4;-84.4;-92.6,-,5.4;2.6;255;255,7.9;12.5;255;255,-48.9;-44.1,6;7;5;2;7;1;2;3;4;7;5,489;489;489;489;490;829;664;4;743;663;742,-80;-80.8;-86.2;-88.3;-85.2;-85.6;-88.5;-95.7;-89.6;-90.1;-121.3,-10.8;-12.3;-12.1;-13.8;-15.6;-13.3;-14.2;-20.1;-15.2;-18.5;-29.1,255;255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990,489;829;490;664;743;663;4;742,6;1;7;2;4;7;3;5,-,4;1;1;1;1;1;1;1,-80.7;-85;-85.5;-89.1;-89.6;-91.4;-95.7;-121.3,-11.5;-12.6;-15.7;-15.5;-15.2;-18.8;-20.2;-29.1,9.7;255;255;255;255;255;255;255,0,0,0,QPSK,-,100,0,0,0,0.00,0.00,0.00,0.00,0,1,Rank 1,17,52,4,14,-,14,8,19.2,30,20,64QAM,0,SMDL,0,0,56.5,0.00,0.00,0.00,0.13,Rank 2,4,248,39,-,2 x 2,HandOver,21160,Free,17,FORMAT_0,304,57,Success,21160,1,-,8,13,-13,-,39,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,756,8,30kHz,736,-,4,1,-,-,New trans.,0,0,64QAM,36,1,21160,769,16,0,4,Pass,0,QPSK,0,20,1,0,0,30kHz,Re trans.,-,152,
20260725 15:30:14.654,24.831069,102.841594,26.24,1937,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6443507723,1573122,11,Normal,-,1,41,100,100,504990,-,742,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,-3,7,-58,95,-75.2,-11.5,10.5,5,Not Barred,6,6312,-38.3,504990,742,-71.9;-81.1;-82.6;-107.4,-,6.4;0.9;-7;-2,-8.4;-16;-19.7;-21.1,-38.3;-57.8;-49.5;-45,6;7;0;3;2;4;7;5;7;6;2,489;490;829;664;4;743;663;742;742;742;742,-80.9;-86.3;-85.4;-90.3;-86.2;-74.4;-95.5;-75.2;-106.5;-107.8;-111.5,-11.3;-16.7;-13.7;-16;-15.5;-10.9;-21.4;-11.5;-25.4;-25.9;-27.8,255;255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990,742;743;489;829;4;664;490;663,5;4;6;0;2;3;7;7,-,4;1;1;1;1;1;1;1,-75.2;-74.4;-81;-85.4;-87.4;-88.1;-88.4;-88.9,-11.5;-10.9;-11.9;-13.1;-16.6;-16.2;-18.1;-20.5,10.5;255;255;255;255;255;255;255,2.3,28,0,QPSK,-,100,0,0,0,0.00,0.00,0.00,0.00,16.7,2,Rank 3,17,212,12,63,-,63,9,21.6,31,19,256QAM,0,SMSL,2.7,0,38.4,0.00,0.00,0.00,0.34,Rank 1,4,292,73,-,4 x 4,HandOver,15627,Free,17,FORMAT_0,262,57,Success,15627,4,-,7,-3,-13,-,73,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,871,18,30kHz,800,-,4,1,-,-,-,0,0,256QAM,167,1,15627,867,1,0,0,Pass,0,QPSK,0,16,1,0,15,30kHz,Re trans.,-,665,
20260725 15:30:15.667,24.831084,102.841662,25.09,1937,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6879514665,1679569,41,Normal,-,1,41,100,100,504990,-,743,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,2,5,-60,103,-86.8,-14,-2.7,4,Not Barred,6,6312,-52,504990,743,-156;-102.7;-95.7;-100.6,-,-0.8;-3.5;-7.3;-14.7,3.2;-5.5;1.1;-2.4,-52;-59.8;-55.5;-53.8,7;7;1;2;3;4;2;5;7;5,489;490;829;664;4;743;743;743;663;742,-82.1;-87.4;-87.4;-88;-96.6;-86.7;-125.1;-118.4;-86.5;-86.3,-12.2;-17;-13.5;-13.4;-18.2;-14;-31;-28.8;-15.4;-14.3,255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990,743;489;664;742;490;829;663;4,4;7;2;5;7;1;7;3,-,3;1;1;1;1;1;1;1,-86.8;-82.9;-85.3;-86.3;-87.4;-87.9;-88.2;-93.1,-14;-11.6;-12.3;-14.3;-17;-13.7;-16.1;-17.8,-2.7;255;255;255;255;255;255;255,2.1,28,0,QPSK,-,100,0,0,0,0.00,0.00,0.01,0.01,0,1,Rank 2,23,992,45,69,-,69,11,14.9,31,10,16QAM,0,SMDL,1,48,36.1,0.00,0.00,0.02,0.43,Rank 2,8,1184,209,-,4 x 4,HandOver,15926,Free,17,FORMAT_0,230,127,Success,15926,4,-,16,1,-3,-,209,-,6,39,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,972,8,30kHz,544,-,8,1,-,-,-,0,0,16QAM,99,1,15926,966,3,0,0,Pass,0,QPSK,0,16,1,0,15,30kHz,Re trans.,-,6072,
20260725 15:30:16.673,24.831095,102.841727,23.58,1937,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6443507723,1573122,11,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,2,0,-60,109,-86.6,-12.8,-0.4,7,Not Barred,6,6312,-46.6,504990,489,-87.6;-93.3;-93.9;-102.7,-,-0.5;4.1;2.9;-0.7,3.2;6.5;3.7;3.4,-46.6;-60.6;-52;-52.5,7;6;5;2;7;1;2;2;4;7;5;2,489;489;489;489;490;829;664;4;743;663;742;940,-85.9;-86.8;-91;-92.8;-87.5;-87.8;-86.8;-105;-91.1;-86.5;-96.8;-96.9,-13.5;-11.3;-13.9;-16.7;-15.9;-13.5;-12.4;-24.9;-13.9;-14.9;-19.1;-20.3,255;255;255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990;504990,489;663;664;829;490;743;940;742;4,7;7;2;1;7;4;2;5;2,-,4;1;1;1;1;1;1;1;1,-86.6;-86.6;-87.3;-88.2;-88.3;-91.1;-94.2;-96.8;-105,-12.8;-14.9;-12.6;-13.3;-16;-13.9;-18.9;-19.1;-24.9,-0.4;255;255;255;255;255;255;255;255,1.7,28,0,QPSK,-,100,0,0,0,0.00,0.00,0.05,0.05,3.8,1,Rank 3,18,516,25,69,-,69,9,21.5,31,25,256QAM,0,SMDL,2.2,10.1,26.1,0.00,0.00,0.23,0.97,Rank 2,4,608,150,-,4 x 4,HandOver,22487,Free,17,FORMAT_0,304,57,Success,22487,4,-,9,10,3,-,150,-,3,22,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,46,8,30kHz,736,-,4,1,-,-,New trans.,0,0,64QAM,67,0,22487,41,3,0,0,Pass,1,QPSK,0,16,1,0,15,30kHz,Re trans.,-,2946,
20260725 15:30:17.689,24.831102,102.841793,23.58,1937,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6443507723,1573122,11,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,1,0,-60,109,-85.1,-11.5,0.8,7,Not Barred,6,6312,-50.6,504990,489,-92.8;-86.5;-90.3;-98,-,-3.5;1.8;-3.7;-4.6,-8.2;-0.4;-5.6;-3.3,-50.6;-59.8;-52.4;-50.6,7;6;4;5;7;1;3;2;4;7;5,489;489;489;489;490;829;664;940;743;663;742,-85.5;-83.5;-90.2;-86.4;-93.2;-84.2;-86.1;-89.7;-107.8;-91;-144.5,-12;-10.6;-14.5;-11.2;-18.8;-11.9;-12;-14.9;-24.4;-18.7;-38.1,255;255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990,489;829;664;940;663;490;743;742,7;1;3;2;7;7;4;5,-,4;1;1;1;1;1;1;1,-85.1;-84.9;-86.6;-89.1;-91.2;-93.2;-107.8;-144.5,-11.5;-12.3;-12.7;-15.2;-18.6;-18.8;-24.4;-38.1,0.8;255;255;255;255;255;255;255,4.2,28,0,QPSK,-,100,0,0,0,0.00,0.00,0.02,0.02,10,1,Rank 2,23,208,8,69,-,69,12,22.4,31,31,256QAM,0,SMDL,0,0,48.5,0.01,0.00,0.14,0.82,Rank 2,4,136,47,-,4 x 4,HandOver,22487,Free,17,FORMAT_0,304,57,Success,22487,4,-,11,12,3,-,47,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,147,8,30kHz,560,-,4,1,-,-,New trans.,0,0,64QAM,76,1,22487,142,3,0,0,Pass,1,QPSK,0,16,1,0,15,30kHz,Re trans.,-,840,
20260725 15:30:18.701,24.831107,102.841861,24.30,1937,3,1,0.00,0.00,,,,,,,1,SA,460,00,中国移动,4456484,6443507723,1573122,11,Normal,-,1,41,100,100,504990,-,489,513000,513000,30kHz,503172,1099,-,ms20,Connected,SA,-0.7,1,0,-60,108,-85.8,-12.2,0.4,7,Not Barred,6,6312,-51.4,504990,489,-88;-89.5;-97.8;-100,-,1.1;5.8;-3;-2.5,-0.9;8.4;2.6;-0.8,-52;-62.6;-59.6;-51.4,7;4;6;3;5;0;3;1;6;7;3,489;489;489;489;490;829;664;940;301;663;4,-84.9;-86.9;-85.3;-87.8;-112;-83.1;-84.2;-94.3;-91.3;-92.7;-121,-11.9;-13.3;-11.4;-13.8;-25.1;-11.9;-12;-20;-15.8;-17;-28.9,255;255;255;255;255;255;255;255;255;255;255,1;0;0;0;0;0;0;0,504990;504990;504990;504990;504990;504990;504990;504990,489;664;829;301;663;940;490;4,7;3;0;6;7;1;5;3,-,4;1;1;1;1;1;1;1,-85.8;-84.4;-84.5;-91.5;-92.8;-92.8;-96.9;-125,-12.2;-12.2;-12.7;-16;-17.1;-18.7;-19.2;-31.9,0.4;255;255;255;255;255;255;255,10.2,28,28,QPSK,-,100,0,0,0,0.00,0.00,0.01,0.01,30.8,4,Rank 2,21,576,24,123,-,123,11,15.8,30,14,64QAM,0,SMDL,0,0,98.1,0.00,0.00,0.05,0.19,Rank 2,4,508,124,-,4 x 4,HandOver,22487,Free,17,FORMAT_0,304,57,Success,22487,4,-,13,6,3,-,124,-,2,24,-,-,-,-,-,-,-,-,-,-,-,-,-,Registered,Normal Service,9,269,18,D4A6D4C1,255,8,30kHz,656,-,4,1,-,-,New trans.,0,0,64QAM,67,1,22487,254,3,0,0,Pass,1,QPSK,1,16,4,0,15,30kHz,Re trans.,-,4553,
